0,64276000
1.515151515,64275984.06
3.03030303,64275699.78
4.545454545,64274669.72
6.060606061,64272416.43
7.575757576,64268462.48
9.090909091,64262330.43
10.60606061,64253542.83
12.12121212,64241622.25
13.63636364,64226091.25
15.15151515,64206472.39
16.66666667,64182288.22
18.18181818,64153061.32
19.6969697,64118314.23
21.21212121,64077569.53
22.72727273,64030349.76
24.24242424,63976177.5
25.75757576,63914575.29
27.27272727,63845065.71
28.78787879,63767171.3
30.3030303,63680414.64
31.81818182,63584318.28
33.33333333,63478404.78
34.84848485,63362196.71
36.36363636,63235216.61
37.87878788,63096987.06
39.39393939,62947030.62
40.90909091,62784869.83
42.42424242,62610027.27
43.93939394,62422025.5
45.45454545,62220387.07
46.96969697,62004634.54
48.48484848,61774290.48
51.51515152,61267918
53.03030303,60990934.7
54.54545455,60697450.1
56.06060606,60386986.77
57.57575758,60059067.27
59.09090909,59713214.16
60.60606061,59348949.99
62.12121212,58965797.33
63.63636364,58563278.74
65.15151515,58140916.78
66.66666667,57698234.01
68.18181818,57234752.98
69.6969697,56749996.27
71.21212121,56243486.43
72.72727273,55714746.01
74.24242424,55163297.59
75.75757576,54588663.72
77.27272727,53990366.96
78.78787879,53367929.87
80.3030303,52720875.01
81.81818182,52048724.94
83.33333333,51351002.23
84.84848485,50627229.43
86.36363636,49876929.1
87.87878788,49099623.81
89.39393939,48294836.11
90.90909091,47462088.56
92.42424242,46600903.73
93.93939394,45710804.18
95.45454545,44791312.45
96.96969697,43841951.13
98.48484848,42862242.76
101.5151515,40809875.12
103.030303,39736260.98
104.5454545,38630390.03
106.0606061,37491784.84
107.5757576,36319967.97
109.0909091,35114461.98
110.6060606,33874789.42
112.1212121,32600472.87
113.6363636,31291034.87
115.1515152,29945997.99
116.6666667,28564884.79
118.1818182,27147217.83
119.6969697,25692519.67
121.2121212,24200312.87
122.7272727,22670119.99
124.2424242,21101463.59
125.7575758,19493866.24
127.2727273,17846850.48
128.7878788,16159938.89
130.3030303,14432654.02
131.8181818,12664518.43
133.3333333,10855054.68
134.8484848,9003785.339
136.3636364,7110232.959
137.8787879,5173920.103
139.3939394,3194369.332
140.9090909,1171103.204
